"CUSTOMER_ID","FIRST_NAME","LAST_NAME","GENDER","DOB"
"C000450","First 000450","Last 000450","F",1971-03-27 00:00:00
"C000451","First 000451","Last 000451","M",1971-03-28 00:00:00
"C000452","First 000452","Last 000452","F",1971-03-29 00:00:00
"C000453","First 000453","Last 000453","M",1971-03-30 00:00:00
"C000454","First 000454","Last 000454","F",1971-03-31 00:00:00
"C000455","First 000455","Last 000455","M",1971-04-01 00:00:00
"C000456","First 000456","Last 000456","F",1971-04-02 00:00:00
"C000457","First 000457","Last 000457","M",1971-04-03 00:00:00
"C000458","First 000458","Last 000458","F",1971-04-04 00:00:00
"C000459","First 000459","Last 000459","M",1971-04-05 00:00:00
"C000460","First 000460","Last 000460","F",1971-04-06 00:00:00
"C000461","First 000461","Last 000461","M",1971-04-07 00:00:00
"C000462","First 000462","Last 000462","F",1971-04-08 00:00:00
"C000463","First 000463","Last 000463","M",1971-04-09 00:00:00
"C000464","First 000464","Last 000464","F",1971-04-10 00:00:00
"C000465","First 000465","Last 000465","M",1971-04-11 00:00:00
"C000466","First 000466","Last 000466","F",1971-04-12 00:00:00
"C000467","First 000467","Last 000467","M",1971-04-13 00:00:00
"C000468","First 000468","Last 000468","F",1971-04-14 00:00:00
"C000469","First 000469","Last 000469","M",1971-04-15 00:00:00
"C000470","First 000470","Last 000470","F",1971-04-16 00:00:00
"C000471","First 000471","Last 000471","M",1971-04-17 00:00:00
"C000472","First 000472","Last 000472","F",1971-04-18 00:00:00
"C000473","First 000473","Last 000473","M",1971-04-19 00:00:00
"C000474","First 000474","Last 000474","F",1971-04-20 00:00:00
"C000475","First 000475","Last 000475","M",1971-04-21 00:00:00
"C000476","First 000476","Last 000476","F",1971-04-22 00:00:00
"C000477","First 000477","Last 000477","M",1971-04-23 00:00:00
"C000478","First 000478","Last 000478","F",1971-04-24 00:00:00
"C000479","First 000479","Last 000479","M",1971-04-25 00:00:00
"C000480","First 000480","Last 000480","F",1971-04-26 00:00:00
"C000481","First 000481","Last 000481","M",1971-04-27 00:00:00
"C000482","First 000482","Last 000482","F",1971-04-28 00:00:00
"C000483","First 000483","Last 000483","M",1971-04-29 00:00:00
"C000484","First 000484","Last 000484","F",1971-04-30 00:00:00
"C000485","First 000485","Last 000485","M",1971-05-01 00:00:00
"C000486","First 000486","Last 000486","F",1971-05-02 00:00:00
"C000487","First 000487","Last 000487","M",1971-05-03 00:00:00
"C000488","First 000488","Last 000488","F",1971-05-04 00:00:00
"C000489","First 000489","Last 000489","M",1971-05-05 00:00:00
"C000490","First 000490","Last 000490","F",1971-05-06 00:00:00
"C000491","First 000491","Last 000491","M",1971-05-07 00:00:00
"C000492","First 000492","Last 000492","F",1971-05-08 00:00:00
"C000493","First 000493","Last 000493","M",1971-05-09 00:00:00
"C000494","First 000494","Last 000494","F",1971-05-10 00:00:00
"C000495","First 000495","Last 000495","M",1971-05-11 00:00:00
"C000496","First 000496","Last 000496","F",1971-05-12 00:00:00
"C000497","First 000497","Last 000497","M",1971-05-13 00:00:00
"C000498","First 000498","Last 000498","F",1971-05-14 00:00:00
"C000499","First 000499","Last 000499","M",1971-05-15 00:00:00
"C000500","First 000500","Last 000500","F",1971-05-16 00:00:00
"C000501","First 000501","Last 000501","M",1971-05-17 00:00:00
"C000502","First 000502","Last 000502","F",1971-05-18 00:00:00
"C000503","First 000503","Last 000503","M",1971-05-19 00:00:00
"C000504","First 000504","Last 000504","F",1971-05-20 00:00:00
"C000505","First 000505","Last 000505","M",1971-05-21 00:00:00
"C000506","First 000506","Last 000506","F",1971-05-22 00:00:00
"C000507","First 000507","Last 000507","M",1971-05-23 00:00:00
"C000508","First 000508","Last 000508","F",1971-05-24 00:00:00
"C000509","First 000509","Last 000509","M",1971-05-25 00:00:00
"C000510","First 000510","Last 000510","F",1971-05-26 00:00:00
"C000511","First 000511","Last 000511","M",1971-05-27 00:00:00
"C000512","First 000512","Last 000512","F",1971-05-28 00:00:00
"C000513","First 000513","Last 000513","M",1971-05-29 00:00:00
"C000514","First 000514","Last 000514","F",1971-05-30 00:00:00
"C000515","First 000515","Last 000515","M",1971-05-31 00:00:00
"C000516","First 000516","Last 000516","F",1971-06-01 00:00:00
"C000517","First 000517","Last 000517","M",1971-06-02 00:00:00
"C000518","First 000518","Last 000518","F",1971-06-03 00:00:00
"C000519","First 000519","Last 000519","M",1971-06-04 00:00:00
"C000520","First 000520","Last 000520","F",1971-06-05 00:00:00
"C000521","First 000521","Last 000521","M",1971-06-06 00:00:00
"C000522","First 000522","Last 000522","F",1971-06-07 00:00:00
"C000523","First 000523","Last 000523","M",1971-06-08 00:00:00
"C000524","First 000524","Last 000524","F",1971-06-09 00:00:00
"C000525","First 000525","Last 000525","M",1971-06-10 00:00:00
"C000526","First 000526","Last 000526","F",1971-06-11 00:00:00
"C000527","First 000527","Last 000527","M",1971-06-12 00:00:00
"C000528","First 000528","Last 000528","F",1971-06-13 00:00:00
"C000529","First 000529","Last 000529","M",1971-06-14 00:00:00
"C000530","First 000530","Last 000530","F",1971-06-15 00:00:00
"C000531","First 000531","Last 000531","M",1971-06-16 00:00:00
"C000532","First 000532","Last 000532","F",1971-06-17 00:00:00
"C000533","First 000533","Last 000533","M",1971-06-18 00:00:00
"C000534","First 000534","Last 000534","F",1971-06-19 00:00:00
"C000535","First 000535","Last 000535","M",1971-06-20 00:00:00
"C000536","First 000536","Last 000536","F",1971-06-21 00:00:00
"C000537","First 000537","Last 000537","M",1971-06-22 00:00:00
"C000538","First 000538","Last 000538","F",1971-06-23 00:00:00
"C000539","First 000539","Last 000539","M",1971-06-24 00:00:00
"C000540","First 000540","Last 000540","F",1971-06-25 00:00:00
"C000541","First 000541","Last 000541","M",1971-06-26 00:00:00
"C000542","First 000542","Last 000542","F",1971-06-27 00:00:00
"C000543","First 000543","Last 000543","M",1971-06-28 00:00:00
"C000544","First 000544","Last 000544","F",1971-06-29 00:00:00
"C000545","First 000545","Last 000545","M",1971-06-30 00:00:00
"C000546","First 000546","Last 000546","F",1971-07-01 00:00:00
"C000547","First 000547","Last 000547","M",1971-07-02 00:00:00
"C000548","First 000548","Last 000548","F",1971-07-03 00:00:00
"C000549","First 000549","Last 000549","M",1971-07-04 00:00:00
"C000550","First 000550","Last 000550","F",1971-07-05 00:00:00
"C000551","First 000551","Last 000551","M",1971-07-06 00:00:00
"C000552","First 000552","Last 000552","F",1971-07-07 00:00:00
"C000553","First 000553","Last 000553","M",1971-07-08 00:00:00
"C000554","First 000554","Last 000554","F",1971-07-09 00:00:00
"C000555","First 000555","Last 000555","M",1971-07-10 00:00:00
"C000556","First 000556","Last 000556","F",1971-07-11 00:00:00
"C000557","First 000557","Last 000557","M",1971-07-12 00:00:00
"C000558","First 000558","Last 000558","F",1971-07-13 00:00:00
"C000559","First 000559","Last 000559","M",1971-07-14 00:00:00
"C000560","First 000560","Last 000560","F",1971-07-15 00:00:00
"C000561","First 000561","Last 000561","M",1971-07-16 00:00:00
"C000562","First 000562","Last 000562","F",1971-07-17 00:00:00
"C000563","First 000563","Last 000563","M",1971-07-18 00:00:00
"C000564","First 000564","Last 000564","F",1971-07-19 00:00:00
"C000565","First 000565","Last 000565","M",1971-07-20 00:00:00
"C000566","First 000566","Last 000566","F",1971-07-21 00:00:00
"C000567","First 000567","Last 000567","M",1971-07-22 00:00:00
"C000568","First 000568","Last 000568","F",1971-07-23 00:00:00
"C000569","First 000569","Last 000569","M",1971-07-24 00:00:00
"C000570","First 000570","Last 000570","F",1971-07-25 00:00:00
"C000571","First 000571","Last 000571","M",1971-07-26 00:00:00
"C000572","First 000572","Last 000572","F",1971-07-27 00:00:00
"C000573","First 000573","Last 000573","M",1971-07-28 00:00:00
"C000574","First 000574","Last 000574","F",1971-07-29 00:00:00
"C000575","First 000575","Last 000575","M",1971-07-30 00:00:00
"C000576","First 000576","Last 000576","F",1971-07-31 00:00:00
"C000577","First 000577","Last 000577","M",1971-08-01 00:00:00
"C000578","First 000578","Last 000578","F",1971-08-02 00:00:00
"C000579","First 000579","Last 000579","M",1971-08-03 00:00:00
"C000580","First 000580","Last 000580","F",1971-08-04 00:00:00
"C000581","First 000581","Last 000581","M",1971-08-05 00:00:00
"C000582","First 000582","Last 000582","F",1971-08-06 00:00:00
"C000583","First 000583","Last 000583","M",1971-08-07 00:00:00
"C000584","First 000584","Last 000584","F",1971-08-08 00:00:00
"C000585","First 000585","Last 000585","M",1971-08-09 00:00:00
"C000586","First 000586","Last 000586","F",1971-08-10 00:00:00
"C000587","First 000587","Last 000587","M",1971-08-11 00:00:00
"C000588","First 000588","Last 000588","F",1971-08-12 00:00:00
"C000589","First 000589","Last 000589","M",1971-08-13 00:00:00
"C000590","First 000590","Last 000590","F",1971-08-14 00:00:00
"C000591","First 000591","Last 000591","M",1971-08-15 00:00:00
"C000592","First 000592","Last 000592","F",1971-08-16 00:00:00
"C000593","First 000593","Last 000593","M",1971-08-17 00:00:00
"C000594","First 000594","Last 000594","F",1971-08-18 00:00:00
"C000595","First 000595","Last 000595","M",1971-08-19 00:00:00
"C000596","First 000596","Last 000596","F",1971-08-20 00:00:00
"C000597","First 000597","Last 000597","M",1971-08-21 00:00:00
"C000598","First 000598","Last 000598","F",1971-08-22 00:00:00
"C000599","First 000599","Last 000599","M",1971-08-23 00:00:00
"C000600","First 000600","Last 000600","F",1971-08-24 00:00:00
"C000601","First 000601","Last 000601","M",1971-08-25 00:00:00
"C000602","First 000602","Last 000602","F",1971-08-26 00:00:00
"C000603","First 000603","Last 000603","M",1971-08-27 00:00:00
"C000604","First 000604","Last 000604","F",1971-08-28 00:00:00
"C000605","First 000605","Last 000605","M",1971-08-29 00:00:00
"C000606","First 000606","Last 000606","F",1971-08-30 00:00:00
"C000607","First 000607","Last 000607","M",1971-08-31 00:00:00
"C000608","First 000608","Last 000608","F",1971-09-01 00:00:00
"C000609","First 000609","Last 000609","M",1971-09-02 00:00:00
"C000610","First 000610","Last 000610","F",1971-09-03 00:00:00
"C000611","First 000611","Last 000611","M",1971-09-04 00:00:00
"C000612","First 000612","Last 000612","F",1971-09-05 00:00:00
"C000613","First 000613","Last 000613","M",1971-09-06 00:00:00
"C000614","First 000614","Last 000614","F",1971-09-07 00:00:00
"C000615","First 000615","Last 000615","M",1971-09-08 00:00:00
"C000616","First 000616","Last 000616","F",1971-09-09 00:00:00
"C000617","First 000617","Last 000617","M",1971-09-10 00:00:00
"C000618","First 000618","Last 000618","F",1971-09-11 00:00:00
"C000619","First 000619","Last 000619","M",1971-09-12 00:00:00
"C000620","First 000620","Last 000620","F",1971-09-13 00:00:00
"C000621","First 000621","Last 000621","M",1971-09-14 00:00:00
"C000622","First 000622","Last 000622","F",1971-09-15 00:00:00
"C000623","First 000623","Last 000623","M",1971-09-16 00:00:00
"C000624","First 000624","Last 000624","F",1971-09-17 00:00:00
"C000625","First 000625","Last 000625","M",1971-09-18 00:00:00
"C000626","First 000626","Last 000626","F",1971-09-19 00:00:00
"C000627","First 000627","Last 000627","M",1971-09-20 00:00:00
"C000628","First 000628","Last 000628","F",1971-09-21 00:00:00
"C000629","First 000629","Last 000629","M",1971-09-22 00:00:00
"C000630","First 000630","Last 000630","F",1971-09-23 00:00:00
"C000631","First 000631","Last 000631","M",1971-09-24 00:00:00
"C000632","First 000632","Last 000632","F",1971-09-25 00:00:00
"C000633","First 000633","Last 000633","M",1971-09-26 00:00:00
"C000634","First 000634","Last 000634","F",1971-09-27 00:00:00
"C000635","First 000635","Last 000635","M",1971-09-28 00:00:00
"C000636","First 000636","Last 000636","F",1971-09-29 00:00:00
"C000637","First 000637","Last 000637","M",1971-09-30 00:00:00
"C000638","First 000638","Last 000638","F",1971-10-01 00:00:00
"C000639","First 000639","Last 000639","M",1971-10-02 00:00:00
"C000640","First 000640","Last 000640","F",1971-10-03 00:00:00
"C000641","First 000641","Last 000641","M",1971-10-04 00:00:00
"C000642","First 000642","Last 000642","F",1971-10-05 00:00:00
"C000643","First 000643","Last 000643","M",1971-10-06 00:00:00
"C000644","First 000644","Last 000644","F",1971-10-07 00:00:00
"C000645","First 000645","Last 000645","M",1971-10-08 00:00:00
"C000646","First 000646","Last 000646","F",1971-10-09 00:00:00
"C000647","First 000647","Last 000647","M",1971-10-10 00:00:00
"C000648","First 000648","Last 000648","F",1971-10-11 00:00:00
"C000649","First 000649","Last 000649","M",1971-10-12 00:00:00
"C000650","First 000650","Last 000650","F",1971-10-13 00:00:00
"C000651","First 000651","Last 000651","M",1971-10-14 00:00:00
"C000652","First 000652","Last 000652","F",1971-10-15 00:00:00
"C000653","First 000653","Last 000653","M",1971-10-16 00:00:00
"C000654","First 000654","Last 000654","F",1971-10-17 00:00:00
"C000655","First 000655","Last 000655","M",1971-10-18 00:00:00
"C000656","First 000656","Last 000656","F",1971-10-19 00:00:00
"C000657","First 000657","Last 000657","M",1971-10-20 00:00:00
"C000658","First 000658","Last 000658","F",1971-10-21 00:00:00
"C000659","First 000659","Last 000659","M",1971-10-22 00:00:00
"C000660","First 000660","Last 000660","F",1971-10-23 00:00:00
"C000661","First 000661","Last 000661","M",1971-10-24 00:00:00
"C000662","First 000662","Last 000662","F",1971-10-25 00:00:00
"C000663","First 000663","Last 000663","M",1971-10-26 00:00:00
"C000664","First 000664","Last 000664","F",1971-10-27 00:00:00
"C000665","First 000665","Last 000665","M",1971-10-28 00:00:00
"C000666","First 000666","Last 000666","F",1971-10-29 00:00:00
"C000667","First 000667","Last 000667","M",1971-10-30 00:00:00
"C000668","First 000668","Last 000668","F",1971-10-31 00:00:00
"C000669","First 000669","Last 000669","M",1971-11-01 00:00:00
"C000670","First 000670","Last 000670","F",1971-11-02 00:00:00
"C000671","First 000671","Last 000671","M",1971-11-03 00:00:00
"C000672","First 000672","Last 000672","F",1971-11-04 00:00:00
"C000673","First 000673","Last 000673","M",1971-11-05 00:00:00
"C000674","First 000674","Last 000674","F",1971-11-06 00:00:00
"C000675","First 000675","Last 000675","M",1971-11-07 00:00:00
"C000676","First 000676","Last 000676","F",1971-11-08 00:00:00
"C000677","First 000677","Last 000677","M",1971-11-09 00:00:00
"C000678","First 000678","Last 000678","F",1971-11-10 00:00:00
"C000679","First 000679","Last 000679","M",1971-11-11 00:00:00
"C000680","First 000680","Last 000680","F",1971-11-12 00:00:00
"C000681","First 000681","Last 000681","M",1971-11-13 00:00:00
"C000682","First 000682","Last 000682","F",1971-11-14 00:00:00
"C000683","First 000683","Last 000683","M",1971-11-15 00:00:00
"C000684","First 000684","Last 000684","F",1971-11-16 00:00:00
"C000685","First 000685","Last 000685","M",1971-11-17 00:00:00
"C000686","First 000686","Last 000686","F",1971-11-18 00:00:00
"C000687","First 000687","Last 000687","M",1971-11-19 00:00:00
"C000688","First 000688","Last 000688","F",1971-11-20 00:00:00
"C000689","First 000689","Last 000689","M",1971-11-21 00:00:00
"C000690","First 000690","Last 000690","F",1971-11-22 00:00:00
"C000691","First 000691","Last 000691","M",1971-11-23 00:00:00
"C000692","First 000692","Last 000692","F",1971-11-24 00:00:00
"C000693","First 000693","Last 000693","M",1971-11-25 00:00:00
"C000694","First 000694","Last 000694","F",1971-11-26 00:00:00
"C000695","First 000695","Last 000695","M",1971-11-27 00:00:00
"C000696","First 000696","Last 000696","F",1971-11-28 00:00:00
"C000697","First 000697","Last 000697","M",1971-11-29 00:00:00
"C000698","First 000698","Last 000698","F",1971-11-30 00:00:00
"C000699","First 000699","Last 000699","M",1971-12-01 00:00:00
"C000700","First 000700","Last 000700","F",1971-12-02 00:00:00
"C000701","First 000701","Last 000701","M",1971-12-03 00:00:00
"C000702","First 000702","Last 000702","F",1971-12-04 00:00:00
"C000703","First 000703","Last 000703","M",1971-12-05 00:00:00
"C000704","First 000704","Last 000704","F",1971-12-06 00:00:00
"C000705","First 000705","Last 000705","M",1971-12-07 00:00:00
"C000706","First 000706","Last 000706","F",1971-12-08 00:00:00
"C000707","First 000707","Last 000707","M",1971-12-09 00:00:00
"C000708","First 000708","Last 000708","F",1971-12-10 00:00:00
"C000709","First 000709","Last 000709","M",1971-12-11 00:00:00
"C000710","First 000710","Last 000710","F",1971-12-12 00:00:00
"C000711","First 000711","Last 000711","M",1971-12-13 00:00:00
"C000712","First 000712","Last 000712","F",1971-12-14 00:00:00
"C000713","First 000713","Last 000713","M",1971-12-15 00:00:00
"C000714","First 000714","Last 000714","F",1971-12-16 00:00:00
"C000715","First 000715","Last 000715","M",1971-12-17 00:00:00
"C000716","First 000716","Last 000716","F",1971-12-18 00:00:00
"C000717","First 000717","Last 000717","M",1971-12-19 00:00:00
"C000718","First 000718","Last 000718","F",1971-12-20 00:00:00
"C000719","First 000719","Last 000719","M",1971-12-21 00:00:00
"C000720","First 000720","Last 000720","F",1971-12-22 00:00:00
"C000721","First 000721","Last 000721","M",1971-12-23 00:00:00
"C000722","First 000722","Last 000722","F",1971-12-24 00:00:00
"C000723","First 000723","Last 000723","M",1971-12-25 00:00:00
"C000724","First 000724","Last 000724","F",1971-12-26 00:00:00
"C000725","First 000725","Last 000725","M",1971-12-27 00:00:00
"C000726","First 000726","Last 000726","F",1971-12-28 00:00:00
"C000727","First 000727","Last 000727","M",1971-12-29 00:00:00
"C000728","First 000728","Last 000728","F",1971-12-30 00:00:00
"C000729","First 000729","Last 000729","M",1971-12-31 00:00:00
"C000730","First 000730","Last 000730","F",1972-01-01 00:00:00
"C000731","First 000731","Last 000731","M",1972-01-02 00:00:00
"C000732","First 000732","Last 000732","F",1972-01-03 00:00:00
"C000733","First 000733","Last 000733","M",1972-01-04 00:00:00
"C000734","First 000734","Last 000734","F",1972-01-05 00:00:00
"C000735","First 000735","Last 000735","M",1972-01-06 00:00:00
"C000736","First 000736","Last 000736","F",1972-01-07 00:00:00
"C000737","First 000737","Last 000737","M",1972-01-08 00:00:00
"C000738","First 000738","Last 000738","F",1972-01-09 00:00:00
"C000739","First 000739","Last 000739","M",1972-01-10 00:00:00
"C000740","First 000740","Last 000740","F",1972-01-11 00:00:00
"C000741","First 000741","Last 000741","M",1972-01-12 00:00:00
"C000742","First 000742","Last 000742","F",1972-01-13 00:00:00
"C000743","First 000743","Last 000743","M",1972-01-14 00:00:00
"C000744","First 000744","Last 000744","F",1972-01-15 00:00:00
"C000745","First 000745","Last 000745","M",1972-01-16 00:00:00
"C000746","First 000746","Last 000746","F",1972-01-17 00:00:00
"C000747","First 000747","Last 000747","M",1972-01-18 00:00:00
"C000748","First 000748","Last 000748","F",1972-01-19 00:00:00
"C000749","First 000749","Last 000749","M",1972-01-20 00:00:00
"C000750","First 000750","Last 000750","F",1972-01-21 00:00:00
"C000751","First 000751","Last 000751","M",1972-01-22 00:00:00
"C000752","First 000752","Last 000752","F",1972-01-23 00:00:00
"C000753","First 000753","Last 000753","M",1972-01-24 00:00:00
"C000754","First 000754","Last 000754","F",1972-01-25 00:00:00
"C000755","First 000755","Last 000755","M",1972-01-26 00:00:00
"C000756","First 000756","Last 000756","F",1972-01-27 00:00:00
"C000757","First 000757","Last 000757","M",1972-01-28 00:00:00
"C000758","First 000758","Last 000758","F",1972-01-29 00:00:00
"C000759","First 000759","Last 000759","M",1972-01-30 00:00:00
"C000760","First 000760","Last 000760","F",1972-01-31 00:00:00
"C000761","First 000761","Last 000761","M",1972-02-01 00:00:00
"C000762","First 000762","Last 000762","F",1972-02-02 00:00:00
"C000763","First 000763","Last 000763","M",1972-02-03 00:00:00
"C000764","First 000764","Last 000764","F",1972-02-04 00:00:00
"C000765","First 000765","Last 000765","M",1972-02-05 00:00:00
"C000766","First 000766","Last 000766","F",1972-02-06 00:00:00
"C000767","First 000767","Last 000767","M",1972-02-07 00:00:00
"C000768","First 000768","Last 000768","F",1972-02-08 00:00:00
"C000769","First 000769","Last 000769","M",1972-02-09 00:00:00
"C000770","First 000770","Last 000770","F",1972-02-10 00:00:00
"C000771","First 000771","Last 000771","M",1972-02-11 00:00:00
"C000772","First 000772","Last 000772","F",1972-02-12 00:00:00
"C000773","First 000773","Last 000773","M",1972-02-13 00:00:00
"C000774","First 000774","Last 000774","F",1972-02-14 00:00:00
"C000775","First 000775","Last 000775","M",1972-02-15 00:00:00
"C000776","First 000776","Last 000776","F",1972-02-16 00:00:00
"C000777","First 000777","Last 000777","M",1972-02-17 00:00:00
"C000778","First 000778","Last 000778","F",1972-02-18 00:00:00
"C000779","First 000779","Last 000779","M",1972-02-19 00:00:00
"C000780","First 000780","Last 000780","F",1972-02-20 00:00:00
"C000781","First 000781","Last 000781","M",1972-02-21 00:00:00
"C000782","First 000782","Last 000782","F",1972-02-22 00:00:00
"C000783","First 000783","Last 000783","M",1972-02-23 00:00:00
"C000784","First 000784","Last 000784","F",1972-02-24 00:00:00
"C000785","First 000785","Last 000785","M",1972-02-25 00:00:00
"C000786","First 000786","Last 000786","F",1972-02-26 00:00:00
"C000787","First 000787","Last 000787","M",1972-02-27 00:00:00
"C000788","First 000788","Last 000788","F",1972-02-28 00:00:00
"C000789","First 000789","Last 000789","M",1972-02-29 00:00:00
"C000790","First 000790","Last 000790","F",1972-03-01 00:00:00
"C000791","First 000791","Last 000791","M",1972-03-02 00:00:00
"C000792","First 000792","Last 000792","F",1972-03-03 00:00:00
"C000793","First 000793","Last 000793","M",1972-03-04 00:00:00
"C000794","First 000794","Last 000794","F",1972-03-05 00:00:00
"C000795","First 000795","Last 000795","M",1972-03-06 00:00:00
"C000796","First 000796","Last 000796","F",1972-03-07 00:00:00
"C000797","First 000797","Last 000797","M",1972-03-08 00:00:00
"C000798","First 000798","Last 000798","F",1972-03-09 00:00:00
"C000799","First 000799","Last 000799","M",1972-03-10 00:00:00
"C000800","First 000800","Last 000800","F",1972-03-11 00:00:00
"C000801","First 000801","Last 000801","M",1972-03-12 00:00:00
"C000802","First 000802","Last 000802","F",1972-03-13 00:00:00
"C000803","First 000803","Last 000803","M",1972-03-14 00:00:00
"C000804","First 000804","Last 000804","F",1972-03-15 00:00:00
"C000805","First 000805","Last 000805","M",1972-03-16 00:00:00
"C000806","First 000806","Last 000806","F",1972-03-17 00:00:00
"C000807","First 000807","Last 000807","M",1972-03-18 00:00:00
"C000808","First 000808","Last 000808","F",1972-03-19 00:00:00
"C000809","First 000809","Last 000809","M",1972-03-20 00:00:00
"C000810","First 000810","Last 000810","F",1972-03-21 00:00:00
"C000811","First 000811","Last 000811","M",1972-03-22 00:00:00
"C000812","First 000812","Last 000812","F",1972-03-23 00:00:00
"C000813","First 000813","Last 000813","M",1972-03-24 00:00:00
"C000814","First 000814","Last 000814","F",1972-03-25 00:00:00
"C000815","First 000815","Last 000815","M",1972-03-26 00:00:00
"C000816","First 000816","Last 000816","F",1972-03-27 00:00:00
"C000817","First 000817","Last 000817","M",1972-03-28 00:00:00
"C000818","First 000818","Last 000818","F",1972-03-29 00:00:00
"C000819","First 000819","Last 000819","M",1972-03-30 00:00:00
"C000820","First 000820","Last 000820","F",1972-03-31 00:00:00
"C000821","First 000821","Last 000821","M",1972-04-01 00:00:00
"C000822","First 000822","Last 000822","F",1972-04-02 00:00:00
"C000823","First 000823","Last 000823","M",1972-04-03 00:00:00
"C000824","First 000824","Last 000824","F",1972-04-04 00:00:00
"C000825","First 000825","Last 000825","M",1972-04-05 00:00:00
"C000826","First 000826","Last 000826","F",1972-04-06 00:00:00
"C000827","First 000827","Last 000827","M",1972-04-07 00:00:00
"C000828","First 000828","Last 000828","F",1972-04-08 00:00:00
"C000829","First 000829","Last 000829","M",1972-04-09 00:00:00
"C000830","First 000830","Last 000830","F",1972-04-10 00:00:00
"C000831","First 000831","Last 000831","M",1972-04-11 00:00:00
"C000832","First 000832","Last 000832","F",1972-04-12 00:00:00
"C000833","First 000833","Last 000833","M",1972-04-13 00:00:00
"C000834","First 000834","Last 000834","F",1972-04-14 00:00:00
"C000835","First 000835","Last 000835","M",1972-04-15 00:00:00
"C000836","First 000836","Last 000836","F",1972-04-16 00:00:00
"C000837","First 000837","Last 000837","M",1972-04-17 00:00:00
"C000838","First 000838","Last 000838","F",1972-04-18 00:00:00
"C000839","First 000839","Last 000839","M",1972-04-19 00:00:00
"C000840","First 000840","Last 000840","F",1972-04-20 00:00:00
"C000841","First 000841","Last 000841","M",1972-04-21 00:00:00
"C000842","First 000842","Last 000842","F",1972-04-22 00:00:00
"C000843","First 000843","Last 000843","M",1972-04-23 00:00:00
"C000844","First 000844","Last 000844","F",1972-04-24 00:00:00
"C000845","First 000845","Last 000845","M",1972-04-25 00:00:00
"C000846","First 000846","Last 000846","F",1972-04-26 00:00:00
"C000847","First 000847","Last 000847","M",1972-04-27 00:00:00
"C000848","First 000848","Last 000848","F",1972-04-28 00:00:00
"C000849","First 000849","Last 000849","M",1972-04-29 00:00:00
"C000850","First 000850","Last 000850","F",1972-04-30 00:00:00
"C000851","First 000851","Last 000851","M",1972-05-01 00:00:00
"C000852","First 000852","Last 000852","F",1972-05-02 00:00:00
"C000853","First 000853","Last 000853","M",1972-05-03 00:00:00
"C000854","First 000854","Last 000854","F",1972-05-04 00:00:00
"C000855","First 000855","Last 000855","M",1972-05-05 00:00:00
"C000856","First 000856","Last 000856","F",1972-05-06 00:00:00
"C000857","First 000857","Last 000857","M",1972-05-07 00:00:00
"C000858","First 000858","Last 000858","F",1972-05-08 00:00:00
"C000859","First 000859","Last 000859","M",1972-05-09 00:00:00
"C000860","First 000860","Last 000860","F",1972-05-10 00:00:00
"C000861","First 000861","Last 000861","M",1972-05-11 00:00:00
"C000862","First 000862","Last 000862","F",1972-05-12 00:00:00
"C000863","First 000863","Last 000863","M",1972-05-13 00:00:00
"C000864","First 000864","Last 000864","F",1972-05-14 00:00:00
"C000865","First 000865","Last 000865","M",1972-05-15 00:00:00
"C000866","First 000866","Last 000866","F",1972-05-16 00:00:00
"C000867","First 000867","Last 000867","M",1972-05-17 00:00:00
"C000868","First 000868","Last 000868","F",1972-05-18 00:00:00
"C000869","First 000869","Last 000869","M",1972-05-19 00:00:00
"C000870","First 000870","Last 000870","F",1972-05-20 00:00:00
"C000871","First 000871","Last 000871","M",1972-05-21 00:00:00
"C000872","First 000872","Last 000872","F",1972-05-22 00:00:00
"C000873","First 000873","Last 000873","M",1972-05-23 00:00:00
"C000874","First 000874","Last 000874","F",1972-05-24 00:00:00
"C000875","First 000875","Last 000875","M",1972-05-25 00:00:00
"C000876","First 000876","Last 000876","F",1972-05-26 00:00:00
"C000877","First 000877","Last 000877","M",1972-05-27 00:00:00
"C000878","First 000878","Last 000878","F",1972-05-28 00:00:00
"C000879","First 000879","Last 000879","M",1972-05-29 00:00:00
"C000880","First 000880","Last 000880","F",1972-05-30 00:00:00
"C000881","First 000881","Last 000881","M",1972-05-31 00:00:00
"C000882","First 000882","Last 000882","F",1972-06-01 00:00:00
"C000883","First 000883","Last 000883","M",1972-06-02 00:00:00
"C000884","First 000884","Last 000884","F",1972-06-03 00:00:00
"C000885","First 000885","Last 000885","M",1972-06-04 00:00:00
"C000886","First 000886","Last 000886","F",1972-06-05 00:00:00
"C000887","First 000887","Last 000887","M",1972-06-06 00:00:00
"C000888","First 000888","Last 000888","F",1972-06-07 00:00:00
"C000889","First 000889","Last 000889","M",1972-06-08 00:00:00
"C000890","First 000890","Last 000890","F",1972-06-09 00:00:00
"C000891","First 000891","Last 000891","M",1972-06-10 00:00:00
"C000892","First 000892","Last 000892","F",1972-06-11 00:00:00
"C000893","First 000893","Last 000893","M",1972-06-12 00:00:00
"C000894","First 000894","Last 000894","F",1972-06-13 00:00:00
"C000895","First 000895","Last 000895","M",1972-06-14 00:00:00
"C000896","First 000896","Last 000896","F",1972-06-15 00:00:00
"C000897","First 000897","Last 000897","M",1972-06-16 00:00:00
"C000898","First 000898","Last 000898","F",1972-06-17 00:00:00
"C000899","First 000899","Last 000899","M",1972-06-18 00:00:00
